071647,50.798,4.359,31,1.05331776,0.99971255,U
071648,50.798,4.359,31,1.05331776,0.99971255,U
071649,50.798,4.359,31,1.05331776,0.99971255,U
071650,50.798,4.359,31,1.05331776,0.99971255,U
071651,50.798,4.359,31,1.05331776,0.99971255,U
071652,50.798,4.359,31,1.05331776,0.99971255,U
071653,50.798,4.359,31,1.05331776,0.99971255,U
071654,50.798,4.359,31,1.05331776,0.99971255,U
071655,50.798,4.359,31,1.05331776,0.99971255,U
071656,50.798,4.359,31,1.05331776,0.99971255,U
071657,50.798,4.359,31,1.05331776,0.99971255,U
071658,50.798,4.359,31,1.05331776,0.99971255,U
071659,50.798,4.359,31,1.05331776,0.99971255,U
071700,50.798,4.359,31,1.05331776,0.99971255,U
071701,50.798,4.359,31,1.05331776,0.99971255,U
071702,50.798,4.359,31,1.05331776,0.99971255,U
071703,50.798,4.359,31,1.05331776,0.99971255,U
071704,50.798,4.359,31,1.05331776,0.99971255,U
071705,50.798,4.359,31,1.05331776,0.99971255,U
071706,50.798,4.359,31,1.05331776,0.99971255,U
071707,50.798,4.359,31,1.05331776,0.99971255,U
071708,50.798,4.359,31,1.05331776,0.99971255,U
071709,50.798,4.359,31,1.05331776,0.99971255,U
071710,50.798,4.359,31,1.05331776,0.99971255,U
071711,50.798,4.359,31,1.05331776,0.99971255,U
071712,50.798,4.359,31,1.05331776,0.99971255,U
071713,50.798,4.359,31,1.05331776,0.99971255,U
071714,50.798,4.359,31,1.05331776,0.99971255,U
071715,50.798,4.359,31,1.05331776,0.99971255,U
071716,50.798,4.359,31,1.05331776,0.99971255,U
071717,50.798,4.359,31,1.05331776,0.99971255,U
071718,50.798,4.359,31,1.05331776,0.99971255,U
071719,50.798,4.359,31,1.05331776,0.99971255,U
071720,50.798,4.359,31,1.05331776,0.99971255,U
071721,50.798,4.359,31,1.05331776,0.99971255,U
071722,50.798,4.359,31,1.05331776,0.99971255,U
071723,50.798,4.359,31,1.05331776,0.99971255,U
071724,50.798,4.359,31,1.05331776,0.99971255,U
071725,50.798,4.359,31,1.05331776,0.99971255,U
071726,50.798,4.359,31,1.05331776,0.99971255,U
071727,50.798,4.359,31,1.05331776,0.99971255,U
071728,50.798,4.359,31,1.05331776,0.99971255,U
071729,50.798,4.359,31,1.05331776,0.99971255,U
071730,50.798,4.359,31,1.05331776,0.99971255,U
071731,50.798,4.359,31,1.05331776,0.99971255,U
071732,50.798,4.359,31,1.05331776,0.99971255,U
071733,50.798,4.359,31,1.05331776,0.99971255,U
071734,50.798,4.359,31,1.05331776,0.99971255,U
071735,50.798,4.359,31,1.05331776,0.99971255,U
071736,50.798,4.359,31,1.05331776,0.99971255,U
071737,50.798,4.359,31,1.05331776,0.99971255,U
071738,50.798,4.359,31,1.05331776,0.99971255,U
071739,50.798,4.359,31,1.05331776,0.99971255,U
071740,50.798,4.359,31,1.05331776,0.99971255,U
071741,50.798,4.359,31,1.05331776,0.99971255,U
071742,50.798,4.359,31,1.05331776,0.99971255,U
071743,50.798,4.359,31,1.05331776,0.99971255,U
071744,50.798,4.359,31,1.05331776,0.99971255,U
071745,50.798,4.359,31,1.05331776,0.99971255,U
071746,50.798,4.359,31,1.05331776,0.99971255,U
071747,50.798,4.359,31,1.05331776,0.99971255,U
071748,50.798,4.359,31,1.05331776,0.99971255,U
071749,50.798,4.359,31,1.05331776,0.99971255,U
071750,50.798,4.359,31,1.05331776,0.99971255,U
071751,50.798,4.359,31,1.05331776,0.99971255,U
071752,50.798,4.359,31,1.05331776,0.99971255,U
071753,50.798,4.359,31,1.05331776,0.99971255,U
071754,50.798,4.359,31,1.05331776,0.99971255,U
071755,50.798,4.359,31,1.05331776,0.99971255,U
071756,50.798,4.359,31,1.05331776,0.99971255,U
071757,50.798,4.359,31,1.05331776,0.99971255,U
071758,50.798,4.359,31,1.05331776,0.99971255,U
071759,50.798,4.359,31,1.05331776,0.99971255,U
071800,50.798,4.359,31,1.05331776,0.99971255,U
071801,50.798,4.359,31,1.05331776,0.99971255,U
071802,50.798,4.359,31,1.05331776,0.99971255,U
071803,50.798,4.359,31,1.05331776,0.99971255,U
071804,50.798,4.359,31,1.05331776,0.99971255,U
071805,50.798,4.359,31,1.05331776,0.99971255,U
071806,50.798,4.359,31,1.05331776,0.99971255,U
071807,50.798,4.359,31,1.05331776,0.99971255,U
071808,50.798,4.359,31,1.05331776,0.99971255,U
071809,50.798,4.359,31,1.05331776,0.99971255,U
071810,50.798,4.359,31,1.05331776,0.99971255,U
071811,50.798,4.359,31,1.05331776,0.99971255,U
071812,50.798,4.359,31,1.05331776,0.99971255,U
071813,50.798,4.359,31,1.05331776,0.99971255,U
