071647,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071648,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071649,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071650,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071651,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071652,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071653,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071654,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071655,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071656,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071657,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071658,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071659,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071700,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071701,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071702,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071703,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071704,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071705,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071706,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071707,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071708,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071709,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071710,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071711,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071712,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071713,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071714,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071715,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071716,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071717,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071718,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071719,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071720,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071721,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071722,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071723,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071724,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071725,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071726,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071727,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071728,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071729,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071730,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
071731,595772.1558,5628242.3558,N,31,1.05319911,0.99971259,,U
